"Town/County","FIPS","Year","NAICS Code","Industry Name","Rank","Measure Type","Variable","Value"
"Columbia","0901316400",2014,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",11
"Columbia","0901316400",2015,"23","Construction",-1,"Number","Annual Average Employment",66.42
"Columbia","0901316400",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",44300.5
"Columbia","0901316400",2015,"23","Construction",-1,"Number","Number of Employers",16
"Columbia","0901316400",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Columbia","0901316400",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Columbia","0901316400",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Columbia","0901316400",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",193.5
"Columbia","0901316400",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",44365.8
"Columbia","0901316400",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",12
"Columbia","0901316400",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",982.67
"Columbia","0901316400",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",40518.4
"Columbia","0901316400",2015,"","Total - All Industries",-1,"Number","Number of Employers",130
"Columbia","0901316400",2015,"","Total Government",-1,"Number","Annual Average Employment",157
"Columbia","0901316400",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",49316.1
"Columbia","0901316400",2015,"","Total Government",-1,"Number","Number of Employers",12
"Columbia","0901316400",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",230.67
"Columbia","0901316400",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",24686.2
"Columbia","0901316400",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",16
"Columbia","0901316400",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",140
"Columbia","0901316400",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",47201.2
"Columbia","0901316400",2015,"","Local/Municipal Government",2,"Number","Number of Employers",9
"Columbia","0901316400",2015,"81","Other Services (except Public Administration)",3,"Number","Annual Average Employment",50.58
"Columbia","0901316400",2015,"81","Other Services (except Public Administration)",3,"US Dollars","Annual Average Wage",15339.4
"Columbia","0901316400",2015,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",13
"Connecticut","09",2014,"","All Industries",-1,"Number","Annual Average Employment",1653545
"Connecticut","09",2014,"","All Industries",-1,"US Dollars","Annual Average Wage",63909
"Connecticut","09",2014,"","All Industries",-1,"Number","Number of Employers",114608
"Connecticut","09",2014,"23","Construction",-1,"Number","Annual Average Employment",29991
"Connecticut","09",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",60747
"Connecticut","09",2014,"23","Construction",-1,"Number","Number of Employers",9399
"Connecticut","09",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",79926
"Connecticut","09",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",90759.5
"Connecticut","09",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",4590
"Connecticut","09",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",92583
"Connecticut","09",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",30121
"Connecticut","09",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",12732
"Connecticut","09",2014,"","Total Government",-1,"Number","Annual Average Employment",235827
"Connecticut","09",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",58542.9
"Connecticut","09",2014,"","Total Government",-1,"Number","Number of Employers",3436
"Connecticut","09",2014,"","Total Private",1,"Number","Annual Average Employment",1417718
"Connecticut","09",2014,"","Total Private",1,"US Dollars","Annual Average Wage",64802
"Connecticut","09",2014,"","Total Private",1,"Number","Number of Employers",111172
"Connecticut","09",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",151347
"Connecticut","09",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",53740
"Connecticut","09",2014,"","Local/Municipal Government",2,"Number","Number of Employers",2212
"Connecticut","09",2014,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",70239.25
"Connecticut","09",2014,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",59931.5
"Connecticut","09",2014,"62","Health Care and Social Assistance",3,"Number","Number of Employers",10682
"Connecticut","09",2015,"","All Industries",-1,"Number","Annual Average Employment",1662822
"Connecticut","09",2015,"","All Industries",-1,"US Dollars","Annual Average Wage",65526
"Connecticut","09",2015,"","All Industries",-1,"Number","Number of Employers",116246
"Connecticut","09",2015,"23","Construction",-1,"Number","Annual Average Employment",31004
"Connecticut","09",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",63962.5
"Connecticut","09",2015,"23","Construction",-1,"Number","Number of Employers",9474
"Connecticut","09",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",79612
"Connecticut","09",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",88182
"Connecticut","09",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",4510
"Connecticut","09",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",92476
"Connecticut","09",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",30612.5
"Connecticut","09",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",12740
"Connecticut","09",2015,"","Total Government",-1,"Number","Annual Average Employment",234430
"Connecticut","09",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",58542.9
"Connecticut","09",2015,"","Total Government",-1,"Number","Number of Employers",3425
"Connecticut","09",2015,"","Total Private",1,"Number","Annual Average Employment",1428392
"Connecticut","09",2015,"","Total Private",1,"US Dollars","Annual Average Wage",66284
"Connecticut","09",2015,"","Total Private",1,"Number","Number of Employers",112822
"Connecticut","09",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",149709
"Connecticut","09",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",55979
"Connecticut","09",2015,"","Local/Municipal Government",2,"Number","Number of Employers",2205
"Connecticut","09",2015,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",70762.25
"Connecticut","09",2015,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",61521.75
"Connecticut","09",2015,"62","Health Care and Social Assistance",3,"Number","Number of Employers",10880
"Cornwall","0900517240",2014,"23","Construction",-1,"Number","Annual Average Employment",15.67
"Cornwall","0900517240",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",45610.6
"Cornwall","0900517240",2014,"23","Construction",-1,"Number","Number of Employers",7
"Cornwall","0900517240",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Cornwall","0900517240",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Cornwall","0900517240",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Cornwall","0900517240",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",54.33
"Cornwall","0900517240",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",34116.1
"Cornwall","0900517240",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",10
"Cornwall","0900517240",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",433.67
"Cornwall","0900517240",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",31274.6
"Cornwall","0900517240",2014,"","Total - All Industries",-1,"Number","Number of Employers",90
"Cornwall","0900517240",2014,"","Total Government",-1,"Number","Annual Average Employment",80.75
"Cornwall","0900517240",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",36965.1
"Cornwall","0900517240",2014,"","Total Government",-1,"Number","Number of Employers",14
"Cornwall","0900517240",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",58
"Cornwall","0900517240",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",33206.3
"Cornwall","0900517240",2014,"","Local/Municipal Government",1,"Number","Number of Employers",9
"Cornwall","0900517240",2014,"81","Other Services (except Public Administration)",2,"Number","Annual Average Employment",55.25
"Cornwall","0900517240",2014,"81","Other Services (except Public Administration)",2,"US Dollars","Annual Average Wage",30907.4
"Cornwall","0900517240",2014,"81","Other Services (except Public Administration)",2,"Number","Number of Employers",19
"Cornwall","0900517240",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",18.08
"Cornwall","0900517240",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",14646.3
"Cornwall","0900517240",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",3
"Cornwall","0900517240",2015,"23","Construction",-1,"Number","Annual Average Employment",16.75
"Cornwall","0900517240",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",37936.8
"Cornwall","0900517240",2015,"23","Construction",-1,"Number","Number of Employers",7
"Cornwall","0900517240",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Cornwall","0900517240",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Cornwall","0900517240",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Cornwall","0900517240",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",56.67
"Cornwall","0900517240",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",33793.6
"Cornwall","0900517240",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",10
"Cornwall","0900517240",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",405
"Cornwall","0900517240",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",37346.1
"Cornwall","0900517240",2015,"","Total - All Industries",-1,"Number","Number of Employers",91
"Cornwall","0900517240",2015,"","Total Government",-1,"Number","Annual Average Employment",85.08
"Cornwall","0900517240",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",37121.9
"Cornwall","0900517240",2015,"","Total Government",-1,"Number","Number of Employers",14
"Cornwall","0900517240",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",63.67
"Cornwall","0900517240",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",31804.6
"Cornwall","0900517240",2015,"","Local/Municipal Government",1,"Number","Number of Employers",9
"Cornwall","0900517240",2015,"81","Other Services (except Public Administration)",2,"Number","Annual Average Employment",54.58
"Cornwall","0900517240",2015,"81","Other Services (except Public Administration)",2,"US Dollars","Annual Average Wage",37115.7
"Cornwall","0900517240",2015,"81","Other Services (except Public Administration)",2,"Number","Number of Employers",20
"Cornwall","0900517240",2015,"56","Administrative and Waste Services",3,"Number","Annual Average Employment",14.33
"Cornwall","0900517240",2015,"56","Administrative and Waste Services",3,"US Dollars","Annual Average Wage",100713
"Cornwall","0900517240",2015,"56","Administrative and Waste Services",3,"Number","Number of Employers",7
"Coventry","0901317800",2014,"23","Construction",-1,"Number","Annual Average Employment",116.33
"Coventry","0901317800",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",46406.8
"Coventry","0901317800",2014,"23","Construction",-1,"Number","Number of Employers",34
"Coventry","0901317800",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",88.83
"Coventry","0901317800",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",38120.9
"Coventry","0901317800",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",6
"Coventry","0901317800",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",239.25
"Coventry","0901317800",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",23406.6
"Coventry","0901317800",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",19
"Coventry","0901317800",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",1445.83
"Coventry","0901317800",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",36165.7
"Coventry","0901317800",2014,"","Total - All Industries",-1,"Number","Number of Employers",181
"Coventry","0901317800",2014,"","Total Government",-1,"Number","Annual Average Employment",439.75
"Coventry","0901317800",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",48235.7
"Coventry","0901317800",2014,"","Total Government",-1,"Number","Number of Employers",11
"Coventry","0901317800",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",436.75
"Coventry","0901317800",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",48153.4
"Coventry","0901317800",2014,"","Local/Municipal Government",1,"Number","Number of Employers",10
"Coventry","0901317800",2014,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",166.83
"Coventry","0901317800",2014,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",13187.5
"Coventry","0901317800",2014,"72","Accommodation and Food Services",2,"Number","Number of Employers",13
"Coventry","0901317800",2014,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",121.42
